"","e1-1","e1-2","e1-3","e1-4","e1-5","e2-1","e2-2","e2-3","e3-1","e4-1","e4-2","e4-3","e5-1","e5-2","e6-1","e6-2","e6-3","e6-4","e7-1","e8-1","e8-2","e9-1","e10-2","e11-1","e11-2","e11-3","e12-1","e12-2","e12-3","e14-1","e14-2","e14-3","e15-1","e15-2","e15-3","e15-4","e15-5","e17-1","e17-2","e18-1","e19-1","e19-2","e19-3","e19-4","e19-5","e19-6"
"Solyc12g008840.2.1",0,0,0,2.83272855078752,-1.84008501370366,0,2.50719331886957,0,0,0,0,0,0,-1.99670401762935,0,0,0,0,0,0,0,0,1.44914329486949,0,0,0,1.73438811485448,1.45116187230401,1.29881476615736,0,0,0,0,0,0,2.83272855078752,-1.84008501370366,0,0,0,0,0,0,0,0,0
"Solyc12g008980.3.1",0,0,0,-1.74859433799393,0,0,-1.40909416045419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.74859433799393,0,0,0,0,0,0,0,0,0,0
"Solyc12g009020.2.1",0,0,0,-2.16026599085047,0,0,-1.01716817050656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.56169152937477,0,0,0,0,0,0,0,0,0,0,0,0,-2.16026599085047,0,-1.86896566601029,-1.36018537289414,0,0,0,0,0,0,0
"Solyc12g009030.2.1",0,0,0,-1.41978615295271,0,0,-1.20996351596746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.41978615295271,0,-1.38777212619785,0,0,0,0,0,0,0,0
"Solyc12g009080.2.1",0,0,0,1.33936295192253,0,0,1.07780078350787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33936295192253,0,0,0,0,0,0,0,0,0,0
"Solyc12g009090.3.1",0,0,0,1.34064593163539,0,0,1.48527757587866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34064593163539,0,1.39118447147204,1.86209417774735,0,0,0,0,0,0,0
"Solyc12g009180.2.1",0,0,0,-2.2355756920916,0,0,-2.26373001539729,0,0,0,0,0,-1.52201635778306,-2.74769889665433,0,0,0,0,0,0,0,0,1.8297928797503,0,-1.14998376522757,0,0,0,0,0,0,0,0,0,0,-2.2355756920916,0,-2.77824474581652,0,0,0,0,0,0,0,0
"Solyc12g009270.1.1",0,0,0,-6.07977398913585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.07977398913585,0,-4.30626358968745,-3.80230529213864,0,0,0,0,0,0,0
"Solyc12g009290.1.1",0,0,0,-3.92209524497314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.38855110876903,0,0,-2.56719029739771,0,0,0,0,0,0,0,0,0,0,0,0,-3.92209524497314,0,0,0,0,0,0,0,0,0,0
"Solyc12g009310.2.1",0,0,0,-2.21393882430038,1.57588365514813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88475678627819,0,0,0,0,0,6.84475639188409,0,0,0,0,0,0,-2.21393882430038,1.57588365514813,0,0,0,0,0,0,0,0,0
"Solyc12g009370.4.1",0,0,0,5.06600151187694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.06600151187694,0,0,0,0,0,0,0,0,0,0
"Solyc12g009450.3.1",0,0,0,1.97120731598062,0,0,3.82855414931265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.47458950701888,0,0,0,0,0,0,0,0,0,0,0,0,1.97120731598062,0,3.75445285931418,0,0,0,0,0,0,0,0
"Solyc12g009460.1.1",0,0,0,6.83740360906124,0,0,6.44680943981978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.07752069163488,0,0,0,0,0,0,0,0,0,0,0,0,6.83740360906124,0,0,0,0,0,0,0,0,0,0
"Solyc12g009500.2.1",0,0,0,1.42616093085071,0,0,1.43398736090465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42616093085071,0,1.62276672557652,2.26680069048975,0,0,0,0,0,0,0
"Solyc12g009640.1.1",0,0,0,-1.2650910765645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.04310963509597,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.2650910765645,0,0,0,0,0,0,0,0,0,0
"Solyc12g009790.2.1",0,0,0,-1.37937880613298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.37937880613298,0,0,0,0,0,0,0,0,0,0
"Solyc12g009820.2.1",0,0,0,-2.63593588065844,0,0,0,0,3.7381649926358,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.66036861441874,0,0,0,0,0,0,0,0,0,0,0,0,-2.63593588065844,0,0,0,0,0,0,0,0,0,0
"Solyc12g009830.2.1",0,0,0,2.13643546121863,0,0,1.84688388207854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13643546121863,0,0,0,0,0,0,0,0,0,0
"Solyc12g009870.2.1",0,0,0,5.68616155174914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.68616155174914,0,0,0,0,0,0,0,0,0,0
"Solyc12g009930.3.1",0,0,0,-1.69867328480701,3.19012530659886,0,-6.04320816049302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.69867328480701,3.19012530659886,3.36931323064956,0,0,0,0,0,0,0,0
"Solyc12g010060.2.1",0,0,0,1.50915468417309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50915468417309,0,0,0,0,0,0,0,0,0,0
"Solyc12g010130.1.1",0,0,0,1.75687703643244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.85842590900688,0,0,0,0,0,0,0,0,0,0,0,0,1.75687703643244,0,0,0,0,0,0,0,0,0,0
"Solyc12g010320.2.1",0,0,0,1.57449451790102,0,0,0,0,0,0,0,0,0,-1.14344550817425,0,0,0,0,0,0,0,0,-1.16138975456848,0,0,0,0,0,0,0,0,0,0,0,0,1.57449451790102,0,-2.52988939328896,-1.46220744847574,0,0,0,0,0,0,0
"Solyc12g010370.1.1",0,0,0,3.42532719974055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42532719974055,0,0,0,0,0,0,0,0,0,0
"Solyc12g010430.1.1",0,0,0,-1.28913251445404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38429602556442,0,0,0,0,0,0,0,0,0,0,0,0,-1.28913251445404,0,-2.95248885258639,-1.18047172376549,0,0,0,0,0,0,0
"Solyc12g010480.2.1",0,0,0,-2.3145433333485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3145433333485,0,0,0,0,0,0,0,0,0,0
"Solyc12g010520.3.1",0,0,0,-1.05718266445356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.05718266445356,0,0,0,0,0,0,0,0,0,0
"Solyc12g010570.1.1",0,0,0,-1.08038650171355,0,0,0,0,0,0,0,0,0,-1.92183417758105,0,0,0,0,0,0,0,0,1.67333302844538,0,0,0,0,0,0,0,0,0,0,0,0,-1.08038650171355,0,0,0,0,0,0,0,0,0,0
"Solyc12g010590.4.1",0,0,0,-3.10910858621348,0,0,-3.844766606174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.10910858621348,0,0,0,0,0,0,0,0,0,0
"Solyc12g010640.3.1",0,0,0,1.21313570924642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.36850312061736,0,0,0,0,0,0,0,0,0,0,0,0,1.21313570924642,0,0,0,0,0,0,0,0,0,0
"Solyc12g010690.2.1",0,0,0,-2.15002766954443,0,0,-1.73603693396488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.15002766954443,0,-1.6610849635691,0,0,0,0,0,0,0,0
"Solyc12g010750.2.1",0,0,0,-1.80500914758038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.80500914758038,0,0,0,0,0,0,0,0,0,0
"Solyc12g010755.1.1",0,0,0,3.81427902358521,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.32623156267058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.81427902358521,0,6.0026298262296,0,0,0,0,0,0,0,0
"Solyc12g010820.2.1",0,0,0,2.26078100978887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26078100978887,0,2.54545125358229,0,0,0,0,0,0,0,0
"Solyc12g010830.2.1",0,0,0,1.08771149318604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.43497414588432,0,0,0,0,0,0,0,0,0,0,0,0,1.08771149318604,0,0,0,0,0,0,0,0,0,0
"Solyc12g010860.2.1",0,0,0,-2.21504823298904,0,0,-2.01692216953167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.21504823298904,0,-2.48702598488534,-1.29797951437094,0,0,0,0,0,0,0
"Solyc12g011010.2.1",0,0,0,-3.0031475108916,-1.51871090842481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8234278845942,0,0,0,0,0,0,0,0,0,0,0,0,-3.0031475108916,-1.51871090842481,0,0,0,0,0,0,0,0,0
"Solyc12g011037.2.1",0,0,0,-5.83494651324061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.83494651324061,0,0,0,0,0,0,0,0,0,0
"Solyc12g011080.3.1",0,0,0,-3.49188525766836,0,0,0,0,0,0,0,0,-2.17213480206941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.49188525766836,0,0,0,0,0,0,0,0,0,0
"Solyc12g011140.3.1",0,0,0,-3.29806354239598,-1.48709808207326,0,-4.78471905067872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.29806354239598,-1.48709808207326,0,0,0,0,0,0,0,0,0
"Solyc12g011150.1.1",0,0,0,-1.81549157341579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.44869139579827,0,0,0,0,0,0,0,0,0,0,0,0,-1.81549157341579,0,0,0,0,0,0,0,0,0,0
"Solyc12g011170.3.1",0,0,0,-1.63409894993996,-3.4450501751284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.63409894993996,-3.4450501751284,0,0,0,0,0,0,0,0,0
"Solyc12g011180.3.1",0,0,0,1.04951928408693,0,0,1.25795469727905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09217959833085,0,0,0,0,0,0,0,0,0,0,0,0,1.04951928408693,0,0,0,0,0,0,0,0,0,0
"Solyc12g011200.3.1",0,0,0,-3.87092933351617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.87092933351617,0,0,0,0,0,0,0,0,0,0
"Solyc12g011320.2.1",0,0,0,1.34794826219787,1.42297025853041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34794826219787,1.42297025853041,0,1.17902910145492,0,0,0,0,0,0,0
"Solyc12g013520.3.1",0,0,0,2.48083274471321,0,0,1.83981614328351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59778128624524,0,0,0,0,0,0,0,0,0,0,0,0,2.48083274471321,0,2.53393291081446,2.74765201868779,0,0,0,0,0,0,0
"Solyc12g013530.2.1",0,0,0,1.02983417494216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02983417494216,0,0,0,0,0,0,0,0,0,0
"Solyc12g013690.2.1",0,0,0,-2.56750499820607,-1.02497943445991,0,-2.8888036628663,0,0,0,0,0,0,1.54030766543908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.56750499820607,-1.02497943445991,-5.8768367442941,-3.77711228686079,0,0,0,0,0,0,0
"Solyc12g013820.3.1",0,0,0,-1.68780182402224,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05065810221131,0,0,0,-1.21186238458834,-1.12037619548371,0,0,0,0,0,0,0,0,0,0,0,0,-1.68780182402224,0,-3.60389910618424,-1.64497851926927,0,0,0,0,0,0,0
"Solyc12g013830.2.1",0,0,0,3.66132142536913,3.70468574446696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.35448684266748,0,0,0,0,0,0,0,0,0,0,0,0,3.66132142536913,3.70468574446696,-8.27102631791557,0,0,0,0,0,0,0,0
"Solyc12g013850.2.1",0,0,0,2.0515489013039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.8938011369323,0,0,0,0,0,0,0,0,0,0,0,0,2.0515489013039,0,2.70198397446911,0,0,0,0,0,0,0,0
"Solyc12g014050.2.1",0,0,0,1.32080671193191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32080671193191,0,0,0,0,0,0,0,0,0,0
"Solyc12g014060.2.1",0,0,0,1.26631896755861,0,0,1.52731315610514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26631896755861,0,1.61861943259206,1.45083788637251,0,0,0,0,0,0,0
"Solyc12g014100.2.1",0,0,0,1.47509454057514,1.34653188293967,0,1.34495720792462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47509454057514,1.34653188293967,0,0,0,0,0,0,0,0,0
"Solyc12g014140.3.1",0,0,0,-5.27411841531241,0,0,-2.31796927871425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.38675632546797,0,0,0,0,0,0,0,0,0,0,0,0,-5.27411841531241,0,-2.5151303532295,0,0,0,0,0,0,0,0
"Solyc12g014170.2.1",0,0,0,2.05835655536645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05835655536645,0,0,0,0,0,0,0,0,0,0
"Solyc12g014200.3.1",0,0,0,-4.31617853453616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04841030468892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.31617853453616,0,0,0,0,0,0,0,0,0,0
"Solyc12g014310.2.1",0,0,0,-1.53013181428582,0,0,-1.10698260802071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.62771197497763,0,0,0,0,0,0,0,0,0,0,0,0,-1.53013181428582,0,0,0,0,0,0,0,0,0,0
"Solyc12g014350.3.1",0,0,0,-3.70826629351564,0,0,-3.274590307547,0,0,0,0,0,0,0,1.32697130310703,0,0,0,1.32697130310703,0,0,-2.24070617725711,2.93470558900395,0,0,0,0,0,0,0,0,0,0,0,0,-3.70826629351564,0,0,0,0,0,0,0,0,0,0
"Solyc12g014360.2.1",0,0,0,-4.03058941666937,-1.0991354252913,0,-2.79902686546445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.03058941666937,-1.0991354252913,0,0,0,0,0,0,0,0,0
"Solyc12g014390.3.1",0,0,0,-1.70930155659585,0,0,-2.76815115534169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.15220801721374,0,0,0,0,0,0,0,0,0,0,0,0,-1.70930155659585,0,-1.8630630473804,-2.51572218196242,0,0,0,0,0,0,0
"Solyc12g014480.2.1",0,0,0,1.55905902554098,1.87873056164773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85686316404858,0,0,0,0,0,0,0,0,0,0,0,0,1.55905902554098,1.87873056164773,1.95366889404885,0,0,0,0,0,0,0,0
"Solyc12g014490.3.1",0,0,0,-1.50508910478976,1.23924214981344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19171129303228,0,0,0,0,0,0,0,0,0,0,0,0,-1.50508910478976,1.23924214981344,0,0,0,0,0,0,0,0,0
"Solyc12g014540.2.1",0,0,0,1.50432376551155,0,0,1.35029925856872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50432376551155,0,2.1890199379559,2.23462069588176,0,0,0,0,0,0,0
"Solyc12g014600.2.1",0,0,0,-2.19231022016028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.31779120046649,0,0,0,0,0,0,-2.19231022016028,0,0,0,0,0,0,0,0,0,0
"Solyc12g014610.2.1",0,0,0,-2.1652405902511,0,0,-1.61788784758835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.1652405902511,0,0,0,0,0,0,0,0,0,0
"Solyc12g015740.2.1",0,0,0,-1.12326684366233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.12326684366233,0,-1.59674903422136,-1.3106471559813,0,0,0,0,0,0,0
"Solyc12g015830.1.1",0,0,0,1.96348554337704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96348554337704,0,0,0,0,0,0,0,0,0,0
"Solyc12g015840.3.1",0,0,0,2.75019897740401,0,0,0,0,0,0,0,0,2.91656286342642,2.56367298130257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75019897740401,0,3.0861724218153,3.16009050725989,1.04408027740324,0,0,0,0,0,0
"Solyc12g015860.2.1",0,0,0,-3.84290005693127,0,0,-1.00675675155054,0,0,0,0,0,0,-1.31804798142768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.84290005693127,0,-2.07801615016933,0,0,0,0,0,0,0,0
"Solyc12g017230.2.1",0,0,0,1.61032824597913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30267487055231,0,0,0,0,0,0,0,0,0,0,0,0,1.61032824597913,0,0,1.39664219001433,0,0,0,0,0,0,0
"Solyc12g017250.2.1",0,0,0,5.51436834762887,0,0,8.8096939425471,0,0,0,7.72784414413035,0,7.21374148332951,0,0,0,0,0,0,7.64487896725816,0,0,0,0,6.23321623428575,0,0,0,0,0,0,0,0,0,0,5.51436834762887,0,-2.05949044504942,0,0,0,0,0,0,0,0
"Solyc12g017280.2.1",0,0,0,1.0663363169092,0,0,1.67994652538761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.80120338288415,0,0,0,0,0,0,0,0,0,0,0,0,1.0663363169092,0,0,0,0,0,0,0,0,0,0
"Solyc12g017360.3.1",0,0,0,-2.66925711214952,-2.7269485897988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.66925711214952,-2.7269485897988,0,0,0,0,0,0,0,0,0
"Solyc12g017380.3.1",0,0,0,1.87039597811698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12562449975623,0,0,0,0,0,0,0,0,0,0,0,0,1.87039597811698,0,0,0,-1.09650636623073,0,0,0,0,0,0
"Solyc12g017610.1.1",0,0,0,3.50527421421836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.50527421421836,0,2.81209528807623,0,0,0,0,0,0,0,0
"Solyc12g019055.1.1",0,0,0,2.39086093088441,0,0,6.30185391606937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39086093088441,0,1.97307341839543,2.85504459269457,0,0,0,0,0,0,0
"Solyc12g019347.1.1",0,0,0,2.61752482957145,0,0,2.87313215031473,0,0,0,0,0,0,1.83461720318521,0,0,0,0,0,0,0,0,3.10512326497824,0,0,0,0,0,0,0,0,0,0,0,0,2.61752482957145,0,0,3.1756611408193,0,0,0,0,0,0,0
"Solyc12g019410.3.1",0,0,0,-2.53920687076201,-1.06721889611358,0,-2.38598410873332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06173327087321,0,0,0,0,-1.08387245137539,0,0,0,0,0,0,0,-2.53920687076201,-1.06721889611358,0,0,0,0,0,0,0,0,0
"Solyc12g019480.3.1",0,0,0,-2.71097843096871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.71097843096871,0,0,0,0,0,0,0,0,0,0
"Solyc12g021310.3.1",0,0,0,1.83209626014964,-1.78561867308525,0,0,0,0,0,0,0,0,1.20544961395404,0,0,0,0,0,0,0,-3.61867289811157,1.67103090030948,0,0,0,0,0,0,0,0,0,0,0,0,1.83209626014964,-1.78561867308525,0,0,0,0,0,0,0,0,0
"Solyc12g026410.1.1",0,0,0,5.78955299451198,0,0,0,0,0,0,0,0,0,6.47586631695768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.78955299451198,0,0,0,0,0,0,0,0,0,0
"Solyc12g026430.3.1",0,0,0,-1.21415416044695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.21415416044695,0,-1.60336772080089,0,0,0,0,0,0,0,0
"Solyc12g026470.2.1",0,0,0,2.18507576648185,2.74022688364288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18507576648185,2.74022688364288,0,0,0,0,0,0,0,0,0
"Solyc12g027740.3.1",0,0,0,1.44500624527603,0,0,1.7501091831433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44500624527603,0,1.85831017380219,1.97346679582341,0,0,0,0,0,0,0
"Solyc12g027850.3.1",0,0,0,1.14957127300856,1.03373154618984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14957127300856,1.03373154618984,0,0,0,0,0,0,0,0,0
"Solyc12g027870.1.1",0,0,0,1.02323893721107,0,0,1.69029853394949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79046914463858,0,0,0,0,0,0,0,0,0,0,0,0,1.02323893721107,0,0,0,0,0,0,0,0,0,0
"Solyc12g027893.1.1",0,0,0,1.34290546601437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34290546601437,0,0,0,0,0,0,0,0,0,0
"Solyc12g032930.3.1",0,0,0,7.94215981455656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.09699516835263,0,0,0,0,0,0,0,0,0,0,0,0,7.94215981455656,0,7.94513622353322,6.64894499966246,0,0,0,0,0,0,0
"Solyc12g032950.3.1",0,0,0,1.56961027115026,0,0,1.23899126852999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56961027115026,0,1.07751463778908,1.23083019340047,0,0,0,0,0,0,0
"Solyc12g035130.2.1",0,0,0,1.03972819487563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.08462584147819,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03972819487563,0,0,1.29038027975088,0,0,0,0,0,0,0
"Solyc12g035250.3.1",0,0,0,1.16461470009552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16461470009552,0,1.53770084501187,0,0,0,0,0,0,0,0
"Solyc12g035420.3.1",0,0,0,1.5482167831738,-2.47401381711363,0,5.40549059909888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28527530060482,0,0,0,0,0,0,0,0,0,0,0,0,1.5482167831738,-2.47401381711363,3.3122762735076,2.98559274316055,1.44917669196684,0,0,0,0,0,0
"Solyc12g035670.3.1",0,0,0,1.30519529988815,0,0,1.76414595850431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30519529988815,0,1.99149856867007,1.17589740198736,0,0,0,0,0,0,0
"Solyc12g035730.1.1",0,0,0,7.17866829043821,0,0,9.89465625719914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.17866829043821,0,0,0,0,0,0,0,0,0,0
"Solyc12g036310.1.1",0,0,0,-2.26512189217212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.16914626043337,0,0,0,0,0,0,0,0,0,0,0,0,-2.26512189217212,0,0,0,0,0,0,0,0,0,0
"Solyc12g036380.1.1",0,0,0,1.45866818598464,1.77660670612802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16754564454837,0,0,0,0,0,0,0,0,0,0,0,0,1.45866818598464,1.77660670612802,2.11987691332582,2.33922363005917,0,0,0,0,0,0,0
"Solyc12g036470.2.1",0,0,0,-5.1707790891865,1.03587349107444,0,-7.21703483645953,0,0,0,0,0,0,0,0,0,0,0,0,1.18608690794885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.1707790891865,1.03587349107444,0,-4.16457866110967,0,0,0,0,0,0,0
"Solyc12g036500.2.1",0,0,0,-2.55482878030172,0,0,-1.126310093365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.55482878030172,0,0,0,0,0,0,0,0,0,0
"Solyc12g036595.2.1",0,0,0,2.18392798043213,0,0,8.69587135499245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84520294963577,0,0,0,0,0,0,0,0,0,0,0,0,2.18392798043213,0,0,0,0,0,0,0,0,0,0
"Solyc12g036810.3.1",0,0,0,1.54056551130263,1.86375776025821,0,0,0,0,0,0,0,0,1.32302351344006,0,0,0,0,0,0,0,-1.82368887327494,2.68010128731174,0,0,0,0,0,0,0,0,0,0,0,0,1.54056551130263,1.86375776025821,2.86086530106749,0,0,0,0,0,0,0,0
"Solyc12g037950.2.1",0,0,0,-5.14374632860515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.14374632860515,0,0,0,0,0,0,0,0,0,0
